seed,agent,global_step,task_id,belief_top_task,belief_top_prob,belief_correct
0,explicit_state,327,1,1,0.6306524518158817,1
0,explicit_state,328,1,1,0.8348359225586905,1
0,explicit_state,329,1,1,0.9183433033637288,1
0,explicit_state,330,1,1,0.9485977181729539,1
0,explicit_state,331,1,1,0.9591548607560465,1
0,explicit_state,332,1,1,0.9627935875542202,1
0,explicit_state,333,1,1,0.9640425412618189,1
0,explicit_state,334,1,1,0.6291268000795232,1
0,explicit_state,335,1,1,0.834143263869606,1
0,explicit_state,336,1,1,0.9180847536688493,1
0,explicit_state,337,1,1,0.9485066415045766,1
0,explicit_state,338,1,1,0.9591233704526532,1
0,explicit_state,339,1,1,0.962782767307033,1
0,explicit_state,340,1,1,0.9640388312360203,1
0,explicit_state,341,1,1,0.6291136307732419,1
0,explicit_state,342,1,0,0.3986499011609305,0
0,explicit_state,343,1,0,0.7092731569388782,0
0,explicit_state,344,1,2,0.4290836629366016,0
0,explicit_state,345,1,1,0.4870889503144328,1
0,explicit_state,346,1,1,0.7629345640128451,1
0,explicit_state,347,1,1,0.8907295022614645,1
0,explicit_state,348,1,1,0.44481443746194393,1
0,explicit_state,349,1,1,0.7384318842787969,1
0,explicit_state,350,1,1,0.8809251593378185,1
0,explicit_state,351,1,1,0.9352563253694296,1
0,explicit_state,352,1,1,0.9545235799559387,1
0,explicit_state,353,1,1,0.9612001108073375,1
0,explicit_state,354,1,1,0.9634959224008918,1
0,explicit_state,355,1,1,0.964283306830562,1
0,explicit_state,356,1,1,0.9645531118551807,1
0,explicit_state,357,1,1,0.6309444805313285,1
0,explicit_state,358,1,1,0.8349683613501129,1
0,explicit_state,359,1,1,0.9183927235889678,1
0,explicit_state,360,1,1,0.948615125234659,1
0,explicit_state,361,1,1,0.9591608791574332,1
0,explicit_state,362,1,1,0.9627956554885245,1
0,explicit_state,363,1,1,0.9640432503085599,1
0,explicit_state,364,1,1,0.9644708671236666,1
0,explicit_state,365,1,1,0.9646173631517145,1
0,explicit_state,366,1,1,0.9646675424979015,1
0,explicit_state,367,1,1,0.964684729475752,1
0,explicit_state,368,1,1,0.9646906160903235,1
0,explicit_state,369,1,1,0.9646926322679731,1
0,explicit_state,370,1,1,0.9646933228114092,1
0,explicit_state,371,1,1,0.9646935593232391,1
0,explicit_state,372,1,1,0.9646936403287598,1
0,explicit_state,373,1,1,0.9646936680732232,1
0,explicit_state,374,1,1,0.9646936775757264,1
